serial_num,raw_sent
1385," 现在/nt ，/w 清楚/v 了/u ，/w 这个/r ""/w 总/a 装配/v ""/w 的/u 任务/n 应该/vu 义不容辞/i 地/u 由/p 声乐/n 教师/n 来/vd 承担/v ，/w 声乐/n 教师/n 理应/v 是/vl 这/r 方面/n 的/u 内行/n ，/w 是/vl 艺术/n 上/nd 的/u ""/w 总/h 导演/n ""/w ，/w 对/p 学生/n 不论/c 是/vl 在/p 发声/v 、/w 咬字/v 、/w 吐字/v 或/c 体会/v 词意/n 曲/n 情/n ，/w 把握/v 乐曲/n 结构/n ，/w 进行/v 情感/n 着色/v ，/w 甚至/c 对/p 学生/n 的/u 生活/n 、/w 爱好/n 、/w 思想/n 作风/n 都/d 应该/vu 能/vu 提出/v 合理/a 的/u 和/c 有/v 见地/n 的/u 意见/n 来/vd 。/w "
1386," 不可/vu 否认/v ，/w 有的/r 学生/n 有/v 善于/v 表现/v 的/u 天赋/n ，/w 可能/vu 对/p 这样/r 的/u 学生/n ，/w 只要/c 替/v 他/r ""/w 铸造/v ""/w 好/a 一/m 个/q ""/w 乐器/n ""/w （/w 即/d 解决/v 好/a 他/r 的/u 发声/v 问题/n ）/w 他/r 就/d 能/vu 在/p 舞台/n 上/nd 焕发/v 出/vd 一定/d 的/u 光采/n 来/vd 。/w "
1387," 而且/c 一/m 个/q 学生/n 如果/c 在/p 多年/m 的/u 时间/n 里/nd ，/w 一直/d 在/p 追求/v 某/r 种/q ""/w 模式/n ""/w （/w 这/r 是/vl 永远/d 可以/vu 追求/v 下去/vd 的/u ）/w 而/c 不/d 考虑/v 如何/r ""/w 抒情/v 言/v 志/n ""/w 运用/v 声音/n 去/vd 表现/v 反映/v 在/p 作曲家/n 作品/n 中/nd 的/u 人物/n 的/u 思想/n 感情/n 的话/u ，/w 那么/c 这个/r 学生/n 就/d 很/d 难/a 生龙活虎/i 地/u 活跃/v 在/p 舞台/n 上/nd 并/c 得到/v 群众/n 的/u 承认/v 和/c 热爱/v 。/w "
1388, 而/c 其中/r 最/d 难/a 的/u 是/vl 启发/v 学生/n 的/u 感情/n 。/w 
1389, 话/n 说/v 回来/vu ，/w 我/r 的/u 学生/n 都/d 是/vl 很/d 努力/v 的/u ，/w 不管/c 他们/r 能否/v 做/v ，/w 到/v 总是/d 尽力/v 配合/v ，/w 踏踏实实/a 地/u 按照/p 我/r 的/u 要求/n 去/vd 啄磨/v ，/w 力求/v 做到/v 。/w 
1390, 当/p 看到/v 我/r 所/u 设想/v 声乐/n 整体/n 美/a 在/p 个别/a 学生/n 身/n 上/nd 有所/d 体现/v 时/nt ，/w 我/r 真/d 开心/a 啊/u ！/w 
1391, 这时/nt 我/r 又/d 想/v 冲破/v 常规/n ，/w 让/p 学生/n 到/v 舞台/n 上去/vd ，/w 到/v 不同/a 的/u 听众/n 中/nd 去/vd 锻炼/v ，/w 去/vd 听/v 听/v 各/r 方面/n 的/u 意见/n 使/v 我们/r 的/u 教学/v 能/vu 得到/v 进一步/d 改进/v 。/w 
1392, 当然/d ，/w 在/p 走/v 上/vd 舞台/n 前/nd ，/w 必须/d 为/p 学生/n 做/v 好/a 充分/a 的/u （/w 技术/n 上/nd 的/u 和/c 思想/n 作风/n 上/nd 的/u ）/w 准备/n 。/w 
1393, 因为/c 我/r 从来/d 没有/v 这样/r 去/vd 跑/v 过/u 码头/n ，/w 我/r 不/d 了解/v ，/w 一/m ，/w  外地/n 听众/n 的/u 喜爱/v 和/c 欣赏/v ，/w 要求/v 是/vl 怎么样/r 的/u ；/w 二/m ，/w 我们/r 的/u 演员/n 都/d 是/vl 学生/n ，/w 他们/r 有/v 没有/v 吸引力/n ；/w 三/m ，/w 我们/r 的/u 音乐会/n 全/d 不用/d 扩音/v 话筒/n ，/w 今天/nt 的/u 听众/n 是/vl 不/d 是/vl 习惯/v ；/w 四/m ，/w 我们/r 的/u 曲目/n 除/p 中国/ns 的/u 以外/nd 还有/v 一半/m 是/vl 外国/n 的/u ，/w 外地/n 听众/n 能否/v 接受/v ，/w 如此/r 等等/u ，/w 我/r 心中/n 一概/d 无/v 数/n 。/w 
1394, 从/p 目前/nt 来/vd 说/v ，/w 把/p 好/a 的/u 思想/n 内容/n ，/w 多种多样/i 题材/n 、/w 风格/n 的/u 作品/n 采用/v 比较/d 生动/a 活泼/a ，/w 浅近/a 易/a 懂/v ，/w 深入浅出/i 便于/v 聆听/v 、/w 传唱/v 的/u 形式/n 、/w 方法/n ，/w 向/p 群众/n 介绍/v ，/w 并/c 大量/m 成立/v 青年/n 的/u 工人/n 、/w 农民/n 、/w 学生/n 、/w 职工/n 的/u 管弦乐/n 、/w 合唱团/n 、/w 青年/n 说唱/n 、/w 演奏/v 小组/n 等/u 组织/n ，/w 给/p 他们/r 提供/v 一些/m 改编/v 过/u 的/u 简易/a 的/u 乐谱/n ，/w 培养/v 指挥/n 及/c 业余/n 作曲/n 、/w 演员/n ，/w 充实/v 群众/n 音乐/n 生活/n ，/w 是/vl 非常/d 需要/v 的/u ，/w 过去/nt 我们/r 有/v 过/u 很/d 好/a 的/u 经验/n 和/c 传统/n ，/w 但/c 现在/nt 已/d 被/p 江青/nh 一伙/n 摧毁/v 净尽/v ，/w 一点/m 基础/n 都/d 不/d 存/v 了/u 。/w 
1395, 但/c 在/p 抗日战争/i 前后/nd 的/u 上海/ns ，/w 抗日战争/i 中/nd 的/u 大后方/n ，/w 当时/nt 的/u 青年/n 工人/n 、/w 学生/n ，/w 是/vl 有/v 一定/f 的/u 鉴别力/n 的/u ，/w 不管/c 在/p 上海/ns 时代/n ，/w 或/c 抗日战争/i 中期/nt ，/w 广大/a 青年/n 在/p 党/n 的/u 领导/n 下/nd ，/w 在/p 新/a 音乐/n 工作/n 干部/n 的/u 影响/v 下/nd ，/w 他们/r 是/vl 抵制/v 的/u ，/w 现在/nt 的/u 香港/ns 情况/n 也/d 一样/a ，/w 凡是/d 头脑/n 清醒/a 、/w 严肃/a 对待/v 音乐/n 艺术/n 的/u 音乐/n 工作者/n ，/w 包括/v 香港/ns 的/u 管弦乐/n 团/n ，/w 中/nd 乐团/n ，/w Ａ/ws 、/w Ｍ/ws 、/w Ａ/ws 乐团/n ，/w 泛亚/n 、/w 城市/n 、/w 盛明/a 、/w 长风/n 、/w 明仪/n 、/w 以及/c 中文/n 大学/n 音乐家/n 、/w 浸礼/ni 文学院/n 音乐家/n 、/w 香港/ns 联合/v 音乐/n 院/n 、/w 岭海/n 艺/n 专/n 音乐家/n 等/u ，/w 他们/r 对/p 当地/n 的/u 流行歌曲/n 是/vl 抵制/v 的/u ，/w 他们/r 和/c 所谓/v 歌星/n ，/w 红/a 歌女/n 的/u 演唱/v 是/vl 划分/v 得/u 很/d 清楚/a 的/u 。/w 
1396," 但/c 我们/r 国内/n ，/w 情况/n 就/d 有所不同/i ，/w 甚至/c 夜总会/n 音乐/n 中/nd 那/r 种/q ""/w 气/n 声/n ""/w 都/d 认为/v 可以/vu 学习/v ，/w 而且/c 见/v 之/u 报章/n ，/w 因此/c 有些/r 音乐/n 院校/n 的/u 教师/n 、/w 学生/n 提出/v ：/w 中央/n 的/u 表演/v 团体/n ，/w 搞/v 交响乐/n 、/w 合唱/v 艺术/n 的/u 团体/n ，/w 都/d 提倡/v ""/w 气/n 声/n ""/w ，/w 把/p 声乐/n 艺术/n 置于/v 何/r 地/n ？/w "
1397, 假如/v 约阿金/nh 自己/r 本人/r 运用/v 这/r 种/q 弓/n 法/n ，/w 是/vl 不/d 成/v 问题/n 的/u ，/w 问题/n 是/vl 他/r 的/u 学生/n 把/p 约阿金/nh 这/r 种/q 弓/n 法/n 传播/v 开/v 了/u ，/w 约阿金/nh 长久/a 地/u 担任/v 柏林/ns 国立/n 音乐/n 院/n 的/u 教授/n ，/w 于是/c 这个/r 学校/n 成为/vl 约阿金/nh 弓/n 法/n 的/u 大/a 本营/n ，/w 实在/a 为/p 害/n 不/d 浅/a 。/w 
1398, 伊什依/nh  “/w 伊什依/nh （/w １８５８/m —/w １９３１/m ）/w 是/vl 维雨当/nh 的/u 学生/n 。/w 
1399, 十二/m 岁/nt 时/nt ，/w 开始/v 独立/a 自修/v 钢琴/n 艺术/n ，/w 因为/c 老师/n 认为/v 已经/d 不/d 能/vu 再/d 给/p 自己/r 卓越/a 的/u 学生/n 教/v 什么/r 东西/n 了/u 。/w 
1400, １８２６/m —/w １８２９/m 年/nt ，/w 肖邦/nh 正式/a 成为/vl 华沙/ns 音乐/n 学院/n 的/u 学生/n 。/w 
1401, 音乐/n 提示/v  在/p 中外/j 教材/n 里/nd ，/w 有/v 各式各样/i 的/u 练习曲/n ，/w 它/r 原/d 是/vl 作曲家/n 们/k 为/p 学生/n 练习/v 提高/v 某种/r 表演/v 演奏/v 技巧/n 而/c 创作/v 的/u 小曲/n 。/w 
1402, 这/r 一/m 种/q 人/n 因为/c 不/d 能够/vu 把/p 世界/n 上/nd 的/u 音乐/n 作品/n ，/w 一一/m 拿/v 来/vd 当/v 很/d 好/a 的/u 教师/n 学习/v ，/w 所以/c 一直/d 到/v 死/v ，/w 只/d 配/v 做/v 一/m 个/q 学生/n 。/w 
1403, 所谓/a 乐/n 生/n 就是/d 音乐/n 学生/n 的/u 意思/n 。/w 
1404, 大学/n 学生/n 对于/p 一切/r 文化/n 事业/n 是/vl 处在/v 怎么样/r 的/u 一个/m 位置/n ，/w 这个/r 我们/r 很/d 可以/vu 从/p 历史/n 上/nd 的/u 事实/n 察看/v 出来/vd 。/w 
1405, 如果/c 我/r 主张/n 音乐/n 的/u 提倡/v 应/vu 从/p 国内/nd 各/r 大学/n 入手/v ，/w 我/r 自然/a 是/vl 不/d 敢/v 希望/v 各/r 大学/n 的/u 学生/n 都/d 能够/vu 像/v 德意志/ns 旧日/nt 的/u 大学生/n ，/w 这样/r 有功/v 于/p 音乐/n 的/u 艺术/n 。/w 
1406, 但是/c 要/vu 在/p 国内/nd 各/r 大学/n 里面/nd 设立/v 一个/m 讲授/v 音乐/n 理论/n 和/c 音乐/n 史/n 的/u 讲座/n ，/w 并/c 要/vu 学生/n 们/k 在/p 一个/m 音乐/n 总管/n ，/w 或/c 音乐/n 委员/n 的/u 指导/v 之下/vd ，/w 组织/v 一个/m 合唱队/n ，/w 这/r 或许/d 是/vl 可以/vu 办/v 得/u 到/v 的/u 。/w 
1407, 尽管/c 我/r 当时/nt 处于/v “/w 泥菩萨过江/i ”/w 的/u 处境/n ，/w 现在/nt 回忆/v 林/nhf 先生/n 所/u 受/v 的/u 不/d 公正/a 的/u 批评/v ，/w 我/r 这个/r 当过/v 主编/n 的/u 学生/n 对/p 师长/n 仍/d 有/v 负疚/v 之/u 情/n 。/w 
1408, 马佐利诺/nh 是/vl 雕刻家/n 基培尔提/nh 的/u 学生/n 。/w 
1409, 徐悲鸿/nh 对/p 不甘/v 于/p 从俗/v 随/v 流/n ，/w 坚持/v 艺术/n 民主/a ，/w 不惜/v 半生/nt 困顿/a ，/w 沦落/v 死去/v 的/u 一代/nt 巨匠/n 寄予/v 无限/a 深切/a 的/u 同情/v ，/w 他/r 曾/d 专门/d 为/p 学生/n 讲述/v 伦勃朗/ns 的/u 生平/n ，/w 在/p 他/r 看来/v ，/w 人类/n 历史/n 固然/c 充满/v 着/u 光荣/n 的/u 业绩/n ，/w 但/c 也/d 充塞/v 着/u 无尽/v 的/u 悲怆/a 。/w 
1410, 他/r 对/p 学生/n 很/d 严/a ，/w 但是/c 平等相待/i ，/w 非常/d 民主/a ，/w 十分/d 可亲/a 。/w 
1411, 在/p 南京/ns ，/w 那时/r 的/u 素描/n 教室/n 是/vl 一/m 间/n 很/d 大/a 的/u 房子/n ，/w 里面/nd 象/p 陈列室/n 似地/u 摆好/v 了/u 许多/a 大小/n 石膏/n 教具/n ，/w 不论/c 哪个/r 年级/n 的/u 学生/n ，/w 凡是/d 画/v 石膏像/n 都/d 到/v 这个/r 教室/n ，/w 但/c 选择/v 对象/n 画/v 习作/n ，/w 需/v 经/v 教员/n 同意/v ，/w 在/p 必要/a 时/nt ，/w 教员/n 也/d 专门/a 为/p 某些/r 同学/n 或/c 某个/r 同学/n 摆/v 合乎/v 学习/v 要求/v 的/u 石膏/n 教具/n 。/w 
1412, 由于/c 同/p 一个/mq 班/n 的/u 学生/n 的/u 实际/a 水平/n 是/vl 不/d 一致/a 的/u ，/w 所以/c 到/v 哪个/r 教室/n 上课/v ，/w 并不/d 机械/n 限制/v ，/w 如果/c 有必要/v 多/a 画/v 几/m 张/q 素描/n ，/w 就/d 可/vu 到/v 素描/n 教室/n 去/v ，/w 想/v 多/a 画/v 一点/mq 中国画/n 可/vu 到/v 国画/n 教室/n 去/v 。/w 
1413, 在/p 南京/ns 时/nt ，/w 也/d 有/v 专门/a 选修/v 国画/n 或/c 油画/n 的/u ，/w 到/v 重庆/ns 以后/nt 有所/v 改变/v ，/w 什么/r 都学/v ，/w 但/c 有/v 偏重/v ，/w 经/v 教授/n 的/u 许可/v ，/w 在/p 学习/v 上/nd 给/p 学生/n 留有/v 独立/v 修业/v 的/u 余地/n 。/w 
1414, 这么/r 多/a 的/u 课程/n ，/w 每个/r 学生/n 不能/vu 平均/a 对待/v ，/w 势必/d 有所/v 偏重/v ，/w 这/r 就要/vu 靠/v 学生/n 自己/r 有/v 一个/mq 主见/n ，/w 要/vu 有/v 主动性/n ，/w 要/vu 独立思考/v ，/w 自己/r 掌握/v 。/w 
1415, 对于/p 名家/n 是/vl 如此/r ，/w 对于/p 北欧/ns 国家/n 在/p 史册/n 上/nd 不/d 大/d 介绍/v 的/u 画家/n ，/w 只要/vu 有/v 一方面/n 的/u 长处/n ，/w 他/r 就/d 给/p 学生/n 介绍/v 。/w 
1416, 安格尔/nh 这样/r 告诫/v 他/r 的/u 学生/n ，/w 自己/r 也/d 这样/r 身体力行/i 了/u 。/w 
1417, 她/r 利用/v 其余/r 的/u 时间/n ，/w 和/p 学生/n 们/k 一起/d 旁听/v 系里/nl 其他/r 的/u 课程/n ，/w 从中/d 吸收/v 一切/r 对/p 自己/r 有用/a 的/u 营养/n 。/w 
1418, 台湾/ns 师大/j 有/v 位/q 助教/n 曾/d 奉命/v 去/v 找/v 一个/mq 模特/n 儿/k ，/w 结果/n 找/v 了/u 一个/mq 风尘/n 女郎/n ，/w 她/r 在/p 课堂上/n 对/p 男/n 学生/n 大/d 抛/v 媚眼/n ，/w 极/d 尽/v 诱惑/v 之/u 能事/n ，/w 使/v 学生/n 们/k 无法/d 画/v 下去/vd ，/w 只得/vu 把/p 她/r 辞退/v 。/w 
1419, 因此/c ，/w 法国/ns 的/u 有些/m 大学/n 的/u 艺术系/n 规定/v ：/w 每个/r 学生/n 要/vu 作/v 一/m 段/q 时期/nt 的/u 模特/n 儿/k ，/w 以/p 懂得/v 这/r 项/q 工作/n 的/u 艰辛/a 。/w 
1420, 即令/c 不问/v 是否/d 损害/v 了/u 学生/n 运动/n 而/c 承认/v 这/r 一/m 暴露/v 敌人/n 的/u 罪恶/n 的/u 主题/n ，/w 它/r 的/u 艺术性/n 如何/r 呢/u ？/w 
1421," 甚至/d 有/v 一/m 位/q 美术/n 教员/n ，/w 上课/v 拿/v 美国/ns 画报/n 对/p 学生/n 宣传/v 说/v ：/w ""/w 不要/vu 看/v 它/r 的/u 内容/n 不/d 适合/v ，/w 但/c 它/r 技术/n 高/a ，/w 是/vl 适合/v 效法/v 学习/v 的/u ""/w ，/w 这/r 种/q 思想/n ，/w 不只是/v 单纯/a 崇拜/v 西洋/ns 技术/n 的/u 问题/n ，/w 它/r 已/d 发展/v 到/v 崇拜/v 美/j 帝国主义/n 的/u 道路/n 上/nd 去/v 了/u 。/w "
1422," 在/p 这些/r 错误/n 思想/n 的/u 影响/v 下/nd ，/w 某些/r 快要/vu 毕业/v 的/u 青年/n 美术/n 学生/n ，/w 也/d 有/v 一/m 种/q 共同/a 的/u 不/d 正确/a 的/u 想法/n ：/w 不愿/vu 毕业/v 后/nd 被/p 派出/v 去/v 做/v 实际/a 工作/n ，/w 希望/v 留/v 在/p 学校/n 里/nd 继续/v ""/w 深造/v ""/w 、/w ""/w 当/v 一辈子/nt 研究生/n ""/w 。/w "
1423," 我们/r 在/p 舞蹈/n 杂志/n 上/nd 还/d 可以/vu 看到/v 许/nhf 老师/n 教/v 加拿大/ns 的/u 学生/n 们/k 跳/v ""/w 花鼓/n 灯/n ""/w 舞蹈/n 时/nt 的/u 照片/n 和/c 文章/n 。/w "
1424, 还/d 可以/vu 利用/v 午休/v 前/nd ，/w 晚自习/v 后/nd 半/m 小时/nt 业余/n 时间/n 广播/v 音乐/n ，/w 让/p 同学/n 作业/n 完毕/v 后/nd ，/w 伴随/v 休息/v 进入/v 音乐/n 世界/n ，/w 还/d 能/vu 促进/v 学生/n 大脑/n 两/m 半球/n 交替/v 使用/v 的/u 功能/n ，/w 不是/vl 一举两得/i 吗/u ？/w 
1425, 通过/p 童话/n 、/w 诗歌/n 、/w 散文/n 等/u 学习/v ，/w 启发/v 学生/n 的/u 舞蹈/n 意境/n 。/w 
1426, 既然/c 《/w 卖/v 火柴/n 的/u 小姑娘/n 》/w 能/vu 编成/v 优秀/a 的/u 儿童/n 舞剧/n ，/w 那么/r 儿童文学/n 的/u 宝库/n 大/a 着呢/u ，/w 不是/vl 都/d 可以/vu 成为/v 培育/v 学生/n 创造/v 思维/n 与/c 创造力/n 的/u 用武之地/n 吗/u ？/w 
1427, 不过/c 老师/n 可以/vu 引发/v 学生/n 处处/nl 与/c 舞蹈/n 联系/n ，/w 事/n 事/n 想象/v 舞蹈/n 的/u 意境/n 。/w 
1428, 固然/c 舞蹈/n 是/vl 视觉/n 艺术/n 促使/v 学生/n 形象思维/n 较为/d 发达/a 。/w 
1429, 而/c 另/r 一/m 主要/a 原因/n 教师/n 往往/d 越/d 俎/n 代/v 疱/n ，/w 把/p 比较/v 、/w 分析/v 、/w 判断/v 、/w 推理/v 的/u 工作/n 都/d 揽/v 在/p 自己/r 手中/nl ，/w 然后/c 自已/v 苦思/v 瞑/v 想/v ，/w 把/p 抽象思维/n 的/u 成果/n 简单/a 地/u 灌/v 给/p 学生/n ，/w 叫/v 学生/n 照办/v 。/w 
1430, 这样/r 等于/v 教师/n 剥夺/v 了/u 学生/n 训练/v 抽象思维/n 的/u 机会/n ，/w 以后/nt 学生/n 就/d 不/d 善于/v 整理/v 自己/r 的/u 思维/n ，/w 处处/nl 要/vu 等待/v 老师/n 来/vd 验证/v 了/u 。/w 
1431, 三/m 、/w 鼓励/v 学生/n 创造/v 的/u 胆识/n ，/w 培养/v 创造/v 的/u 意识/n 和/c 意志/n 
1432," 这些/r 现状/n 似乎/d 是/vl 学生/n 的/u 惰性/n ，/w 实质上/nl 是/vl 传统/n 教育/v 一贯/d ""/w 注入/v 式/k ""/w 、/w ""/w 填鸭/v 式/k ""/w 的/u 后果/n ，/w 把/p 儿童/n 的/u 创造/v 欲望/n 和/c 创造/v 秉赋/n 压抑/v 了/u 。/w "
1433, 那么/r 鼓励/v 学生/n 创造/v 的/u 胆识/n ，/w 正是/vl 开发/v 这/r ４/m ／/w ５/m 大脑/n 功能/n 的/u 好/a 途径/n 。/w 
1434, 画中/nl 一目了然/i ，/w 突出/a 地/u 反映/v 出/vd 主题/n 思想/n ，/w 它/r 引人入胜/i ，/w 使/v 观者/n 为/p 它/r 反映/v 的/u 现实/n 生活/n 中/nd 的/u 无数/m 参加/v 生产/v 实习/v 和/c 劳动/v 生产/v 的/u 青少年/j 学生/n 感到/v 无限/a 的/u 快慰/a 。/w 
1435, 一九四九/m 年/nt ，/w 我国/n 派出/v 中国/ns 青年/n 文工团/n ，/w 首次/n 参加/v 了/u 在/p 匈牙利/ns 布达佩斯/ns 举行/v 的/u 第二/m 届/q 世界/n 青年/n 与/c 学生/n 和平/a 友谊/n 联欢节/n 活动/n ，/w 该/r 团/n 就/d 有/v 两/m 个/q 舞蹈/n 作品/n ，/w 即/d 《/w 腰鼓/n 舞/v 》/w 、/w 《/w 大/a 秧歌/n 》/w 获得/v 了/u 特奖/n 。/w 
1436, 这/r 种/q 阅读/v ，/w 对/p 舞蹈/n 大专/n 学校/n 的/u 学生/n 或/c 研究生/n 来说/v 是/vl 十分/d 重要/a 的/u 。/w 
1437, 从事/v 业余/n 舞蹈/n 活动/n 的/u 同志/n ，/w 大家/n 都/d 在/p 不同/a 的/u 工作/n 岗位/n 上/nd ，/w 与/c 学校/n 里/nd 的/u 学生/n 情况/n 不/d 一样/a 。/w 
1438, 从/p 思考/v 到/v 习作/n ，/w 是/vl 一个/mq 勇敢/a 的/u 行动/n ，/w 好象/d 学生/n 们/k 的/u 作文/n 课/n 一样/a 。/w 
1439, 在/p 完成/v 第三/m 和/c 第四/m 阶段/n 中/nd ，/w 我/r 就/d 让/p 学生/n 离开/v 教室/n 而/c 到/v 生活/n 中/nd 去/v 。/w 
1440, 现代舞/n 的/u 真正/d 开创/v 重任/n 落到/v 了/u 邓肯/nh 等/u 先驱者/n 的/u 学生/n 及/c 受/v 他们/r 影响/v 的/u 一些/m 舞蹈家/n 的/u 身上/nl ，/w 如/v 丹尼丝/nh 的/u 学生/n 玛莎·格雷姆/nh 、/w 韩芙莉/nh 和/c 德国/ns 舞蹈家/n 玛丽·魏克曼/nh 等/u 人/n 。/w 
1441, 学生/n 在/p 学习/v 初期/nt 各种/r 能力/n 差异/n 并不/d 明显/a ，/w 随着/p 学习/v 深入/v ，/w 能力/n 的/u 个性/n 差异/n 渐渐/d 明朗/a 起来/vd 。/w 
1442, 这/r 两/m 种/q 类型/n 的/u 学生/n 主要/a 受惠/v 于/p 先天/n 的/u 恩赐/v 。/w 
1443, 运动/n 型/k 学生/n 的/u 特点/n 大致/d 是/vl ：/w 关节/n 灵便/a ，/w 韧带/n 富有/v 弹性/n ，/w 肌肉/n 收缩/v 与/c 放松/v 都/d 比较/d 容易/a ，/w 腿/n 、/w 脚背/n 、/w 脚掌/n 的/u 生理/n 结构/n 都/d 比较/d 适合/v 弹跳/v 和/c 跑步/v 。/w 
1444, 他们/r 学习/v 跳/v 、/w 转/v 、/w 翻/v 、/w 控制/v 等/u 各种/r 舞蹈/n 技能/n 都会/vu 比/p 其他/r 类型/n 的/u 学生/n 容易/a 一些/m 。/w 
1445, 艺术/n 型/n 学生/n 的/u 主要/a 特点/n 是/vl ：/w 音乐/n 节奏感/n 灵敏/a ，/w 舞蹈/n 表象/n 鲜明/a ，/w 情绪/n 情感/n 体验/v 深沉/a 、/w 细腻/a ，/w 善于/v 抒发/v 和/c 表达/v 感情/n 的/u 内蕴/n 。/w 
1446, 运动/n 型/k 学生/n 往往/d 低年级/n 时/nt 成绩/n 较/d 好/a 。/w 
1447, 而/c 艺术/n 型/k 的/u 学生/n 越/d 到/v 高年级/n 越/d 能/vu 显露/v 才华/n ，/w 然而/c 他们/r 中/nd 有/v 一些/m 人/n 对待/v 高/a 、/w 精/a 、/w 尖/a 的/u 舞蹈/n 技能/n ，/w 技巧/n 以及/c 运动量/n 大/a 的/u 训练/v 项目/n 往往/d 有/v 畏难/v 情绪/n ，/w 这/r 方面/n 的/u 成绩/n 不如/v 运动/n 型/k 的/u 学生/n 好/a 。/w 
1448, 运动/n 型/k 与/c 艺术/n 型/k 的/u 学生/n 在/p 低/a 、/w 中/nd 、/w 高/a 的/u 不同/a 学习/v 阶段/n ，/w 呈现/v 出/vd 不同/a 的/u 优势/n 与/c 劣势/n ，/w 与/c 专业/n 大纲/n 的/u 不同/a 要求/v 有关/v 。/w 
1449, 从/p 学校/n 培养/v 人才/n 来说/v ，/w 尽可能/d 给/p 学生/n 全面发展/i 的/u 机会/n ，/w 为/p 以后/nt 上演/v 各/r 类/n 角色/n 铺平/v 道路/n 。/w 
1450, 对/p 重/a 艺术/n 轻/a 技术/n 的/u 学生/n 要/vu 锻/v 练/v 他们/r 基本功/n 的/u 耐力/n ，/w 不要/vu 放松/v 每/r 一个/mq 舞蹈/n 技术/n 的/u 要求/v ，/w 必要/a 时/nt 可/vu 布置/v 一些/m 课外/nt 练习/v ，/w 让/p 他们/r 有/v 更/d 多/a 的/u 训练/v 机会/n 。/w 
1451, 反之/c ，/w 对/p 艺术/n 表现/n 较/d 差/a ，/w 而/c 运动/n 技术/n 较/d 好/a 的/u 学生/n 要/vu 加强/v 艺术/n 方面/n 的/u 熏陶/v 。/w 
1452, 这样/r 做/v 的/u 目的/n ，/w 并不是/v 要/vu 抹煞/v 他们/r 身上/nl 的/u 特色/n 而是/vl 取长补短/i ，/w 为/p 学生/n 的/u 前途/n 开辟/v 更为/d 宽广/a 的/u 道路/n 。/w 
1453, 当然/d 也/d 有/v 兼有/v 艺术/n 型/k 与/c 运动/n 型/k 优点/n 的/u 学生/n ，/w 那/r 当然/d 最/d 理想/n 不过/d 了/u 。/w 
1454, 快/a 智/n 型/k 的/u 学生/n 顾名思义/i ，/w 反应/n 迅速/a ，/w 思维/n 灵活/a ，/w 老师/n 一/m 讲/v 就/d 懂/v ，/w 一/m 学/v 就/d 会/v 。/w 
1455, 他们/r 给/p 人/n 的/u 第/h 一个/mq 印象/n 往往/d 是/vl 聪明/a ，/w 机警/a ，/w 可是/c 这/r 类/n 学生/n 之中/nd ，/w 有/v 不少/a 人/n 有/v 个/q 致命/v 的/u 弱点/n ，/w 他们/r 只/d 满足/v 于/p 第/h 一眼/mq 接触/v 的/u 东西/n ，/w 不肯/vu 下/nd 真/a 功夫/n 苦练/v 下去/vd ，/w 因此/c 学得/v 快/a 而/c 不一定/d 学得/v 好/a ，/w 常常/d 以/p 较/d 高/a 的/u 天赋/n 出现/v ，/w 而/c 以/p 中等/a 成绩/n 毕业/v 。/w 
1456, 慢/a 智/n 型/k 的/u 学生/n 不是/vl 天生/a 智能/n 落后/a ，/w 而是/vl 在/p 思维/n 的/u 敏捷/a 性/k 和/c 灵活性/n 方面/n 不足/a 。/w 
1457, 这/r 类/n 学生/n 学习/v 有/v 毅力/n ，/w 能够/vu 反复/d 探索/v 动作/n 的/u 性质/n 与/c 角色/n 的/u 内涵/n ，/w 如果/c 给/p 他们/r 足够/a 的/u 时间/n 和/c 帮助/v ，/w 他们/r 是/vl 可以/vu 成功/a 的/u 。/w 
1458, 当然/d 也/d 有/v 学生/n 既/c 反应/n 灵敏/a 又/d 善于/v 探索/v 和/c 反馈/v ，/w 这/r 是/vl 出类拔萃/i 的/u 尖子/n 。/w 
1459, 其实/d 快/a 智/n 而/c 浮躁/a 的/u 学生/n ，/w 只要/vu 学习/v 慢/a 智/n 而/c 善/d 思/v 的/u 学生/n 的/u 一些/m 优点/n 就/d 可以/vu 得到/v 补偿/v 。/w 
1460, 而/c 在/p 教学/v 过程/n 中/nd 常常/d 发现/v 快/a 智/n 型/k 学生/n 有/v 一/m 种/q 处处/nl 领先/v 的/u 优越感/n ，/w 比较/d 自负/a ，/w 看/v 不到/v 班/n 上/nd 慢/a 智/n 型/k 学生/n 的/u 一些/m 优点/n 。/w 
1461, 开始/v 阶段/n ，/w 教师/n 也/d 会/vu 有/v 一些/m 偏见/n ，/w 比较/d 喜欢/v 快/a 智/n 型/k 的/u 学生/n 。/w 
1462, 只有/c 通过/p 较/d 长/a 一/m 段/q 时间/n 的/u 学习/v ，/w 这/r 两/m 种/q 类型/n 学生/n 的/u 优缺点/j 才能/c 充分/a 显露/v 出来/vd 。/x 
1463, 对/p 慢/a 智/n 型/k 的/u 学生/n ，/w 只要/vu 有/v 针对性/n 地/u 因材施教/i ，/w 是/vl 可以/vu 造就/v 的/u 。/w 
